codepoint,x,y,width,height,active_width,anchor,top_row,bottom_row,bitmap_hex
23478,1,199,16,16,14,baseline,0,14,0040;00E0;3FFF;3003;3003;17FD;0870;0C7E;07E7;07FC;07CF;0DF3;199E;30F7;00F0;0000
23481,19,199,16,16,15,baseline,0,14,0080;0180;7FFE;6426;6636;1DB8;399E;33E4;0E70;3C3C;7FFF;781E;1818;1FF8;1FF8;0000
23485,37,199,16,16,14,baseline,0,14,0040;00C0;3FFF;3003;3333;0FFE;0330;0FFC;0C4C;0C6C;0C6C;2DEC;21F0;31BC;3F8F;0000
23487,55,199,16,16,15,baseline,0,14,0080;0180;7FFE;6006;7FF6;7FF8;061C;060C;3FCE;20CF;3FCC;30CC;20CC;3FCC;30CC;0000
23544,73,199,16,16,15,baseline,0,14,0600;0600;0600;0600;7FFF;3FFF;0600;060C;061C;0618;0630;0600;0600;07E0;03C0;0000
23545,91,199,16,16,15,baseline,0,14,1800;1800;187F;187F;7FF0;3FB0;1837;19BE;199C;1B18;1B3C;186C;1846;1E07;0E03;0000
23548,109,199,16,16,15,baseline,1,14,0000;1FFE;1FFE;1806;1FFE;2006;300E;3FFC;0600;7FFF;3FFF;0618;0630;0620;0780;0000
23553,127,199,16,16,16,baseline,0,14,3010;3010;307E;30FE;FF10;FF10;30FF;32FE;3610;3EFE;3CFE;3010;30F8;3CFF;3C02;0000
23556,145,199,16,16,15,baseline,1,14,0000;1818;187C;187E;3F66;7FFE;1866;1B7E;1B66;1E7F;1E7F;1878;186E;1C67;1E70;0000
23558,163,199,16,16,15,baseline,0,14,030C;030C;3FCC;38EF;1DAF;070E;1BEC;186C;7FFC;3FEF;18CF;19CD;198C;1E0C;0E0C;0000
23567,181,199,16,16,15,baseline,0,14,00C0;00C0;00C0;00C0;0CCC;18CC;18C6;30C6;30C6;70C3;60C3;20C0;00C0;00F8;00F8;0000
23569,199,199,16,16,14,baseline,0,14,00C0;00C0;00CC;0CCC;18C6;18C6;30C3;30C3;08C0;0CC0;0600;0380;01F8;007F;0007;0000
23581,217,199,16,16,14,baseline,0,14,08C4;0CCC;0CDC;3FFF;3FFF;3003;3FFF;0FFC;0000;3FFF;3FFF;0638;0C1C;1FFE;1BFE;0000
23601,235,199,16,16,14,baseline,1,14,0000;020C;1A1C;127F;1600;3FFE;0262;0762;077E;073E;073A;05EA;25EB;24C9;3CCC;0000
23610,253,199,16,16,15,baseline,1,14,0000;3FFC;3FFC;300C;300C;300C;3FFC;3FFC;030C;030C;060C;0E0E;1C06;7807;7003;0000
23613,271,199,16,16,15,baseline,1,14,0000;1FFC;1FFC;180C;180C;1FFC;060C;0C0C;0CE6;1FE6;3907;7003;20F8;03F0;0700;0000
23614,289,199,16,16,16,baseline,1,14,0000;7FFC;600C;600C;7FFC;1E0C;0FEC;23EC;3FCC;07FE;7F0E;3FF6;43F6;FF06;7F03;0000
23616,307,199,16,16,15,baseline,1,14,0000;3FFC;300C;300C;3FFC;000C;7FFC;7FFC;600C;67FC;663E;6636;67F6;3C33;3C00;0000
23618,325,199,16,16,15,baseline,0,14,7FFC;600C;600C;7FFC;000C;000C;3FEC;000C;000E;7FFE;19C6;18C6;3FE6;7FF7;2022;0000
23631,343,199,16,16,16,baseline,1,14,0000;7FFC;600C;600C;7FFC;38CC;1CCC;7FFC;18CC;18CC;18CE;FFFE;18C6;1876;1833;0000
23637,361,199,16,16,15,baseline,0,14,7FFC;700C;600C;7FFC;0C8C;0D8C;7FFC;0C8C;7FFC;7FFC;3646;1C46;3BE6;71E3;0020;0000
23646,379,199,16,16,14,baseline,1,14,0000;3FFE;3006;3FFE;1FFE;1FF6;0186;1FF6;1996;1FF6;0187;3FFB;359B;3FFB;38F9;0000
23792,397,199,16,16,14,baseline,0,14,0304;1F84;1F84;19D5;0FF5;0715;3FD5;3EF5;1FD5;0615;3FD5;063F;3FFF;3FF0;0600;0000
24034,415,199,16,16,15,baseline,0,14,1110;1DD8;0CCC;3998;3FFC;318C;3FFC;318C;318C;3FFC;0180;7FFF;0FF0;7D9E;7186;0000
24037,433,199,16,16,16,baseline,3,14,0000;0000;0000;7FFE;7FFE;0180;0180;0180;0180;0180;0180;0180;0180;7FFE;FFFF;0000
24038,451,199,16,16,14,baseline,1,14,0000;0030;0030;3FFF;3FFF;0038;0018;3FF8;3FFC;030C;030E;0306;0303;3FF9;3FF8;0000
24046,469,199,16,16,14,baseline,0,14,0400;0618;1FFE;3FFF;00C0;1FFE;0FFC;3FFF;3FFF;1FF8;1FFC;038E;0387;3FFF;3FFC;0000
24049,487,199,16,16,14,baseline,1,14,0000;0FFF;0FFF;0C00;0C00;0C00;0FFE;0FFF;0C03;0003;0003;3003;3003;1FFF;1FFE;0000
24050,505,199,16,16,14,baseline,1,14,0000;0FFF;0FFE;0C00;0C06;0C06;0C06;0FFE;0FFE;0006;0006;3006;3006;3FFE;1FFC;0000
24065,523,199,16,16,14,baseline,0,14,1000;3FFE;0FFF;00C0;00C0;1FFC;1FFE;18C6;18C6;18C6;18C6;18C6;1EC6;0EC6;00C0;0000
24066,541,199,16,16,15,baseline,0,14,00C0;0180;7FFF;7FFF;0180;0180;3FFC;3FFC;318C;318C;318C;318C;3D8C;1D84;0180;0000
24067,559,199,16,16,15,baseline,0,14,0040;00C0;00E0;7FFE;7FFE;0330;0338;7FFC;7FFC;631F;631A;6318;3B18;3F18;0300;0000
24070,1,217,16,16,14,baseline,1,14,0000;0004;0FC4;0CC4;0CFF;0CF5;0DF5;0FF5;0FF5;0EF5;0CF5;2CDD;2C64;3C64;3C34;0000
24120,19,217,16,16,14,baseline,0,14,0CC4;0CCE;04CC;3FFF;3FFF;37FF;360F;07FC;07FC;00C0;1FFE;18C6;18C6;18C6;1EC6;0000
24133,37,217,16,16,14,baseline,0,14,0004;3FC4;0004;1F9F;3FFF;30F5;3FF5;0035;3FF5;3FF5;327D;3FFD;3644;3244;3FC4;0000
24149,55,217,16,16,15,baseline,0,14,0C30;7FFE;0C30;0000;3FFC;3FFC;3FFC;3FFC;0070;7FFF;199C;7FFE;799E;1998;1D98;0000
24179,73,217,16,16,15,baseline,1,14,0000;3FFE;3FFE;0180;198C;1998;0D98;0D90;7FFE;7FFF;0180;0180;0180;0180;0180;0000
24180,91,217,16,16,15,baseline,0,14,0018;0018;3FFC;3FFC;0186;0187;3FFF;1FFC;018C;018C;7FFF;7FFF;0180;0180;0180;0000
24182,109,217,16,16,14,baseline,0,14,0C08;0E18;0618;3FFF;3FFF;0618;0618;0618;3FFF;3FFF;0618;061C;060C;0607;0603;0000
24184,127,217,16,16,15,baseline,0,14,0180;0180;3FFC;0180;0180;7FFF;7FFE;0C30;3FFC;3FFC;0180;0180;7FFE;0180;0180;0000
24207,145,217,16,16,15,baseline,0,14,0180;0180;7FFE;7FFE;1006;3FF6;1C46;07C6;3FF6;7FFE;3306;3306;0306;03C3;01E3;0000
24211,163,217,16,16,16,baseline,0,14,0100;0300;FFFE;7FFE;0186;7FF6;3FF6;06C6;3FE6;3FE6;0606;7FF6;FFF6;0603;0603;0000
24212,181,217,16,16,15,baseline,0,14,0100;0180;7FFC;7FFE;0006;3186;31B6;3336;1B36;1B66;0F66;0C06;0606;7FFB;7FFB;0000
24213,199,217,16,16,15,baseline,0,14,0100;0180;7FFE;7FFE;3F86;3FF6;0636;0636;7FF6;0636;0436;4D36;4FB6;7BF3;7233;0000
24230,217,217,16,16,15,baseline,0,15,0180;0180;7FFE;7FFE;0C46;7FFE;1CE6;0FC6;0FC6;0006;3FF6;1866;0FC6;0FE3;7EFB;2000
24231,235,217,16,16,16,baseline,0,14,0100;0300;FFFE;7FFE;3366;1366;3B66;7FF6;6F9E;0306;7FF6;0306;0306;7FFB;FFFB;0000
24310,253,217,16,16,15,baseline,0,14,3000;3FDF;07EF;060C;0604;0646;3EDF;06DE;06D8;06DB;06CE;7FCE;3FDE;7FFE;7FE3;0000
24314,271,217,16,16,14,baseline,0,14,0300;030F;1FEC;130C;3FF4;3B06;1FEF;030B;3FEB;030F;030E;3FF6;030E;3FFF;3FE3;0000
24320,289,217,16,16,15,baseline,1,14,0000;7FFE;7FFE;0C30;0C30;0C30;0C30;7FFF;7FFE;0C30;0C30;0C18;0C1C;0C0E;0C06;0000
24322,307,217,16,16,15,baseline,1,14,0000;1FFE;1FFE;1806;1FFE;2006;3006;3FFC;0618;0618;7FFF;3FFF;060C;060F;0607;0000
24335,325,217,16,16,15,baseline,0,14,0B00;1B00;3300;3FFF;3FFF;0300;0300;037F;037F;0618;0618;2618;6EF8;3CFF;3803;0000
24369,343,217,16,16,15,baseline,1,14,0000;7F7E;7E7E;6060;7F7E;3F7E;0306;7F7E;6264;6F7E;7C78;7C7C;6F7F;3162;3C38;0000
24378,361,217,16,16,14,baseline,1,14,0000;1FDF;18D8;18D8;1FDF;1FDF;071F;3FC1;365F;365F;3FD8;1F18;3618;3FFE;37EF;0000
24402,379,217,16,16,14,baseline,0,14,0018;3FD8;3FDB;301B;301B;301B;3F9B;3FDB;301B;301B;3018;3018;3FCC;3FCE;3006;0000
24403,397,217,16,16,13,baseline,0,14,00C0;18C6;1CC6;0CCC;0ECC;04C0;1FFE;1FFE;1800;1FFC;1FFE;1800;1800;1FFF;1FFE;0000
24405,415,217,16,16,14,baseline,1,14,0000;0FFE;0FFE;0C00;0FFE;0FFC;3FFF;3FFF;18C6;1DCE;07F8;07F8;1EDF;38C7;0070;0000
24418,433,217,16,16,15,baseline,0,14,2000;31FE;19FE;0CCC;06CC;60CC;31FE;19FF;0ECC;44CC;60CC;30CC;1CC6;0EC6;06C2;0000
24433,451,217,16,16,15,baseline,1,14,0000;30FE;18C2;0CFE;07C2;02FE;30FF;1DFF;0EFE;02C6;70FE;38FE;1C5E;0FDB;021C;0000
24452,469,217,16,16,15,baseline,0,14,0018;3FD8;3FCC;1806;0E1A;1F18;79FC;606E;3FCF;7FCA;0608;0608;0608;7FE8;7FE8;0000
24453,487,217,16,16,16,baseline,0,14,0618;0618;3FCC;7FC6;0612;FFF8;FFFC;180E;7FCF;FFEA;1888;1988;1B88;1C08;1E08;0000
24466,505,217,16,16,16,baseline,0,14,0618;0618;060C;7FC6;0612;0618;FFFC;7FEE;040F;0CCE;7CCC;04CC;05EC;7F6C;7E3C;0000
24471,523,217,16,16,16,baseline,1,14,0000;7FD8;60CC;7FC6;60F2;7FD8;001C;7FEE;7FEF;180E;FFEC;188C;198C;1B0C;1E0C;0000
24490,541,217,16,16,15,baseline,1,14,0000;1FEC;0FF6;0633;7FFD;0636;0636;3FF7;3FF7;3FF6;30F6;3FF6;30F6;30D6;3FDE;0000
24515,559,217,16,16,15,baseline,1,14,0000;0060;00E0;0380;0300;0030;1836;3036;3036;7033;6033;6C33;0C33;0FF0;07F0;0000
24517,1,235,16,16,15,baseline,0,14,0020;1870;18E0;0D80;0C30;0636;1B36;3BB6;31F3;70F3;6071;0C3C;0C3F;0FF7;07F0;0000
24555,19,235,16,16,16,baseline,0,14,060C;060C;060C;3FDE;3FFE;363E;362F;360F;FFEC;7FEC;0F0C;1D8C;398C;70EC;606C;0000
24577,37,235,16,16,14,baseline,0,14,00C0;00C0;3FFF;3FFF;01E0;0370;0738;1EFC;39CF;30C3;18DE;199E;3C1B;3FFB;27F1;0000
24613,55,235,16,16,14,baseline,1,14,0000;0018;03FC;018E;0FFF;0C00;0C00;0FFC;0C00;0FFE;0060;18DA;1E9B;37FB;13F9;0000
24615,73,235,16,16,15,baseline,0,14,060C;06CC;06CC;06DE;7FFE;06FE;066F;060F;3FCC;3FCC;060C;060C;060C;7FEC;7FEC;0000
24635,91,235,16,16,14,baseline,1,14,0000;0610;0630;0330;0FFC;0C0C;0C0C;0C0C;0FFC;0FF8;09D4;19B6;3436;3C33;07F0;0000
24674,109,235,16,16,14,baseline,1,14,0000;018C;018C;018C;3FFE;04DE;0CDE;3FCF;354C;156C;1F6C;0E3C;1B1C;3B8C;30CC;0000
24687,127,235,16,16,14,baseline,0,14,00C0;00C0;0FFC;0C0C;0FFC;0C0C;0FFC;0C0C;0C0C;0FFC;00C0;19DE;3D9B;3FFB;07F8;0000
24694,145,235,16,16,14,baseline,1,14,0000;3FFF;3FFF;09B0;1DB6;0DBC;05B4;3FFF;3FFF;0060;18DA;199A;3C9B;37FB;07F9;0000
24748,163,235,16,16,14,baseline,1,14,0000;0FFC;0C0C;0FFC;0C0C;0FFC;0C0C;3FFF;3FFF;1FFE;18FE;19D6;1996;3633;27F1;0000
24847,181,235,16,16,14,baseline,1,14,0000;00C0;1FFE;0618;3FFF;0000;0FFC;0C0C;0FFC;0C0C;0FFC;08D4;1B96;3633;07F3;0000
24930,199,235,16,16,15,baseline,0,14,000C;3FCC;30CC;3FDC;3FFE;3FAE;7FCF;694F;7FCC;3FCC;7FEC;398C;1F0C;7FCC;71EC;0000
25103,217,235,16,16,15,baseline,0,14,1B00;3B00;337F;037E;7FE2;3FF6;263C;363C;3638;1E38;0E7C;4E6E;6F47;7B82;3000;0000
25104,235,235,16,16,14,baseline,1,14,0000;0D80;1D00;1B84;3FFE;0306;1B06;1B7E;1B66;0F66;0766;2766;27FE;3DC3;38C3;0000
25110,253,235,16,16,14,baseline,1,14,0000;0D80;1D80;1FFF;3FFF;0180;193E;0F32;0F22;0F32;073E;1700;37FE;3EEF;1C60;0000
25112,271,235,16,16,14,baseline,1,14,0000;020C;1A0C;120C;127C;3F0C;1F8C;360C;1E7F;1E7F;0E63;0E63;2F63;3FFF;39E3;0000
25151,289,235,16,16,14,baseline,0,14,00C0;00C0;3FFE;3806;3806;3FFE;0186;0186;3FFE;3FFE;0046;1FE7;1863;183B;0F1B;0000
25152,307,235,16,16,15,baseline,1,14,0000;78F0;3FFE;0306;037E;037E;7F46;3346;337E;337E;3306;3306;3186;3183;3083;0000
25163,325,235,16,16,15,baseline,0,14,0800;1FF0;07FE;00C0;00C0;3FFE;1FFE;00C0;00C0;7FFF;00C0;00C0;00C0;00F8;00F8;0000
25176,343,235,16,16,16,baseline,0,14,1008;3E08;1FC8;07BE;063F;061C;7608;7FF8;07FE;061F;0608;4608;C608;7E0E;7C0E;0000
25187,361,235,16,16,14,baseline,0,14,000C;1FCC;3FCC;3FDF;30FF;30CC;30CC;30CC;30FC;30DF;30CD;30CC;3FCC;3FCF;30C7;0000
25191,379,235,16,16,14,baseline,1,14,0000;0186;0186;0186;0186;0FFF;0C86;0C86;0CFE;0DCF;0FC7;0C66;2C66;3C37;3817;0000
25195,397,235,16,16,15,baseline,0,14,0018;3F98;7FD8;7FBE;607F;6018;6018;7FF8;7FFE;601E;6018;6018;6018;7FDE;600E;0000
25200,415,235,16,16,15,baseline,0,14,130C;3B0C;330C;233E;7FFF;7FCC;030C;0F3C;0F3E;0D9F;0D8C;4D8C;4CCC;7CEE;7C6E;0000
25209,433,235,16,16,16,baseline,0,14,0CC8;0CC8;0CC8;0CFE;6CFF;7FC8;3FC8;1CF8;0CFE;0CDF;0CC8;4CC8;CFC8;7FCE;78CE;0000
25215,451,235,16,16,15,baseline,1,14,0000;0FFC;0FFC;0700;05C8;3CDF;3FFC;1CCC;0FFC;18CC;18C6;37FF;70C3;00F1;00F0;0000
25216,469,235,16,16,15,baseline,0,14,060C;060C;060C;7FFE;3FFF;060C;7FCC;3FFC;31BE;398E;1F0C;0E0C;1F0C;7BEE;70EE;0000
25226,487,235,16,16,16,baseline,0,14,000C;7FCC;7FCC;6CDE;6CFE;6CCC;6CCC;7FFC;7FFE;60DF;00CC;40CC;C0CC;FFCE;7F8E;0000
25237,505,235,16,16,15,baseline,0,14,0008;1F88;1F88;19BE;19BE;78C8;00C8;3FD8;3FFE;30DF;1988;0F08;0F08;7FEE;70EE;0000
25238,523,235,16,16,16,baseline,0,14,3008;3118;3718;363E;343F;301C;3398;3738;303E;F81E;FFD8;33D8;3018;300E;300E;0000
25240,541,235,16,16,15,baseline,0,14,180C;3FCC;07CC;00DF;00FF;7FCC;7FCC;0CFC;0CFF;0CCF;0CCC;0CCC;0C6C;0C6F;0C27;0000
25250,559,235,16,16,16,baseline,0,14,0C18;0E18;1F18;1B3E;31BF;E1D8;FFD8;3FB8;31BE;319E;1D98;4198;6198;7F8E;7F0E;0000
25252,1,253,16,16,15,baseline,0,14,0418;0C18;0C18;7FBE;7FBE;6198;6198;7FB8;7FBC;619F;01DA;00D8;00D8;00FE;006E;0000
25260,19,253,16,16,14,baseline,1,14,0000;0186;0186;0CC6;0CDF;1866;3FE6;37E6;001E;1FEF;1866;1866;1866;1FE7;1867;0000
25277,37,253,16,16,15,baseline,0,14,0C0C;0C0C;0C0C;0C3E;7FFF;7FCC;6CCC;6CEC;7FFC;7FDF;6CCE;6CCC;6CCC;7FCE;7FCE;0000
25293,55,253,16,16,15,baseline,0,14,0C0C;0E0C;060C;7FDE;7FFF;60CC;60CC;60FC;7FFE;7FCF;60CC;60CC;60CC;7FCE;7FCE;0000
25302,73,253,16,16,15,baseline,0,14,018C;018C;7F8C;7FCC;7FFF;047E;3D8C;3F8C;27FC;25FF;258E;3D8C;158C;7F8E;7F8E;0000
25307,91,253,16,16,15,baseline,0,14,000C;7FCC;7FCC;633E;633F;638C;79CC;38FC;3FBE;7FCF;60CC;60CC;60CC;7FCE;7FCE;0000
25317,109,253,16,16,15,baseline,0,14,000C;7FCC;7FCC;6CFE;6CFE;7FCC;7FCC;6CFC;6CFE;7FCF;6ECC;6CCC;6C6C;7C6E;7C2E;0000
25321,127,253,16,16,16,baseline,0,14,000C;7FCC;3FCC;3B3E;1E3F;1F0C;FBCC;ECFC;3FBE;7F8F;0C0C;7FCC;FFCC;0C0E;0C0E;0000
25345,145,253,16,16,14,baseline,1,14,0000;0304;0304;1FE4;031F;0306;3FE4;3FE4;0C1E;3FFF;0CC5;0CC4;0D84;0C86;0E07;0000
25351,163,253,16,16,15,baseline,1,14,0000;00CC;1CCC;0FCC;21FF;60DE;3F8C;000C;003C;3FFF;30CE;3FCC;30CC;30CC;3FCE;0000
25353,181,253,16,16,14,baseline,1,14,0000;060C;060C;3FCC;337F;334C;030C;3FEC;3FFC;19BE;0CCF;0F8C;0F0C;3FCC;30EE;0000
25361,199,253,16,16,15,baseline,0,14,0B0C;0B0C;6B4C;6B7E;3BFF;3BCC;1B0C;1B3C;3BBE;79EF;69EC;098C;49CC;78EE;786E;0000
25391,217,253,16,16,15,baseline,0,14,000C;7FCC;7FCC;00DE;7FFE;00CC;7FCC;7FFC;5AFE;7ADF;32CC;32CC;7EEC;6F6E;436E;0000
25442,235,253,16,16,15,baseline,0,14,030C;030C;3F8C;39DE;3FFE;7FCC;66CC;66CC;66FE;7FEF;7FEC;0F0C;198C;70EE;606E;0000
25481,253,253,16,16,16,baseline,0,14,060C;7E0C;7E0C;061E;7FFF;7FCC;60CC;7FCC;60FE;7FCE;060C;060C;FFEC;060E;060E;0000
25504,271,253,16,16,14,baseline,1,14,0000;0306;1FE6;3FE6;001F;1FEF;1866;1866;1FFE;1FCF;0B47;1B66;1B66;33B7;0387;0000
25509,289,253,16,16,15,baseline,0,14,0206;0606;7FE6;198F;199F;0D86;7FE6;030E;031F;7FEF;19C6;1DC6;0F86;3FE7;31E7;0000
25511,307,253,16,16,16,baseline,0,14,040C;0C0C;FFCC;FFDE;C0FE;3B0C;718C;60CC;7FBC;7F8F;0C0E;0C0C;0C0C;FFEE;FFCE;0000
25512,325,253,16,16,16,baseline,0,14,0D0C;0D8C;198C;7FFE;7FFF;08EC;3FEC;7FEC;08FE;3FCF;7FCC;08CC;08CC;FFCE;7FCE;0000
25527,343,253,16,16,15,baseline,0,14,0324;7F64;7F44;6FEE;6FFF;2C84;3C84;6FFC;6FFF;6CC7;4DC4;6FC4;7F64;0E34;0C36;0000
25551,361,253,16,16,16,baseline,0,14,130C;130C;7FCC;FFFE;333E;130C;7F8C;7FFC;6CFE;6CCF;7FCC;6CCC;6CCC;7FCE;7FCE;0000
25552,379,253,16,16,14,baseline,1,14,0000;0004;1FC4;1844;1FDF;185F;1FC4;1FE4;3FFC;030F;0347;1F64;03E4;03B4;3F37;0000
25671,397,253,16,16,15,baseline,0,14,1806;3FE6;13E6;336F;1A5F;1AC6;3FE6;037E;033F;7FF7;3326;3366;3366;3FE7;3FE7;0000
25758,415,253,16,16,15,baseline,0,14,0306;0706;3FE6;0CCF;7FFF;0006;3FE6;337E;3FFE;3367;3FE7;0306;3FE6;0307;7FF7;0000
25773,433,253,16,16,16,baseline,0,14,3C0C;7FCC;668C;379E;3FBE;FFEC;1F0C;379C;FFFE;7FCF;66CC;7FCC;66CC;7FCC;7FCE;0000
25903,451,253,16,16,14,baseline,0,14,00C0;00C0;00C0;3FFF;3FFF;00C0;0FFE;0FFE;0E0C;0718;03B0;01E0;03F8;3FBF;3C0F;0000
25910,469,253,16,16,14,baseline,1,14,0000;0330;03B2;01B3;3FB3;3FB3;19F3;19F3;0F73;0F33;0E3F;0E37;1F30;39F0;30F0;0000
25913,487,253,16,16,15,baseline,1,14,0000;0300;033F;3F30;7FB0;31B0;19FF;1BFF;1B03;0E03;0E03;0E3B;1F3F;3BC7;30C1;0000
25918,505,253,16,16,15,baseline,1,14,0000;0618;0610;7EFF;7FFE;330C;33FC;37FC;1FEC;1C6C;1C6C;1C6C;3E66;73F7;61BB;0000
25928,523,253,16,16,15,baseline,0,14,060C;0618;3FFF;7F7F;3336;1BE3;1BF3;1BB7;1E1C;0E1C;0E3C;1E3E;3BA7;31C3;2080;0000
25937,541,253,16,16,16,baseline,0,14,0C70;0CF0;0CB0;7FFE;FFFE;66B0;67F6;2F7C;3D3C;3C78;18FC;38B7;3C32;E730;431C;0000
25955,559,253,16,16,14,baseline,1,14,0000;0624;0224;03FF;3F6C;3F24;1BFF;1B80;1FFE;0E66;0E7E;0E66;1F7E;3BE6;31F6;0000
25968,1,271,16,16,15,baseline,0,14,04B2;06F6;0676;7FFE;7FFE;377C;37F6;3792;1D58;1CFF;1CEC;1C7E;3E78;777C;6387;0000
25970,19,271,16,16,14,baseline,1,14,0000;0618;0630;3EFF;3E00;067E;1FC6;3FFE;33FE;1AFF;1EFB;0CEB;1EFB;3FCB;31E3;0000
25972,37,271,16,16,16,baseline,0,14,0618;06FE;7F18;37FE;3FDA;1C7E;1C7C;77DE;7FFE;3FFC;0188;1F98;0198;7FFF;FFFF;0000
26009,55,271,16,16,14,baseline,1,14,0000;1808;196A;1B6A;1A2E;183E;18BA;19FF;1B1C;383C;3F3E;1FEA;180B;1808;1808;0000
26021,73,271,16,16,14,baseline,1,14,0000;0FF0;07FE;0006;0006;3FFE;3FFE;0186;0196;01F6;07C6;1F87;1983;0183;0181;0000
26029,91,271,16,16,15,baseline,0,14,3010;3E57;0F5F;037F;0333;3FFF;7F3B;1B3B;1B7B;1B5F;1B17;1B13;1B03;19FF;1980;0000
26032,109,271,16,16,15,baseline,0,14,000C;3F0C;0FFF;01B6;01B6;3FFF;7FFF;1988;199C;19FF;19AA;19FB;19EB;18CD;188C;0000
26041,127,271,16,16,14,baseline,0,14,00C0;00C0;0180;3FFF;3FFF;0030;0030;1FF0;1FF8;1818;1818;1C1C;1C0E;0F87;0F83;0000
26049,145,271,16,16,14,baseline,0,14,00C0;00C0;3FFF;0618;0638;3FFF;30C3;30C3;3FFF;3FFF;0030;1FF8;0C1C;0C0F;0F87;0000
26059,163,271,16,16,16,baseline,1,14,0000;0318;7F18;FFFF;01FF;7F8C;7F3C;6C7C;6D6C;7D6C;0F6C;0FE6;0FE6;7FF7;FCBA;0000
26063,181,271,16,16,15,baseline,1,14,0000;0318;7F18;7FFF;03FF;068C;7F3C;0FFC;0C6C;7FEC;7F6C;1C6E;3666;7336;61BB;0000
26080,199,271,16,16,15,baseline,1,14,0000;1FFE;3FFE;00C0;00C0;00C0;7FFF;3FFF;01E0;01E0;01B0;21B8;619C;3F8F;3F07;0000
26082,217,271,16,16,15,baseline,1,14,0000;3FBF;3FB3;0C33;0DBF;05B3;3FB3;3FFF;0603;0E13;0F1B;0F3B;6DBF;6DE7;3CC1;0000
26087,235,271,16,16,14,baseline,1,14,0000;1FF3;3FF3;3833;3833;3833;3833;3FF3;3FF3;3833;3833;3833;3FF3;3FF3;3833;0000
26089,253,271,16,16,15,baseline,1,14,0000;1FFE;1FFE;1806;1FFE;1806;1806;1FFE;1FFE;00C0;7FFF;7FFF;00C0;00C0;00C0;0000
26102,271,271,16,16,15,baseline,0,14,1800;183F;183F;3FF3;7FF3;1833;1833;18FF;19B3;1B33;1B33;183F;181F;1F03;0F00;0000
26126,289,271,16,16,14,baseline,1,14,0000;3FBF;3FBF;31B3;31B3;3FBF;3FBF;31B3;31B3;3FBF;31FF;30C3;30E3;3C70;3C30;0000
26131,307,271,16,16,14,baseline,1,14,0000;1FFC;180C;180C;1FFC;180C;1FFC;0038;001C;3FFE;3367;3333;199C;18CE;1EC4;0000
26159,325,271,16,16,14,baseline,1,14,0000;1FFE;1806;1FFE;1806;1FFE;0000;3FFF;3FFF;00CC;1FCC;00CE;00DE;3FF7;3FE3;0000
26174,343,271,16,16,15,baseline,1,14,0000;1FFE;1806;1806;1FFE;1806;1FFE;0120;1332;1B36;1B36;0F3C;0330;7FFF;3FFF;0000
26179,361,271,16,16,14,baseline,1,14,0000;1FFE;1806;1FFE;1806;1FFE;1FFE;0CC6;0ECC;3FFF;3FFF;0318;2318;3F0F;3F07;0000
26197,379,271,16,16,15,baseline,1,14,0000;1FFE;1FFE;1FFE;1FFE;3FFF;3FFF;3063;3FFF;1FFE;018C;1FFC;0180;7FFF;0180;0000
26222,397,271,16,16,15,baseline,0,14,0400;0E18;3FFE;3FFE;1B66;1F6C;7FFF;3FFF;0000;1FFC;180C;1FFC;180C;180C;1FFC;0000
26223,415,271,16,16,14,baseline,1,14,0000;1FFE;1806;1FFE;1806;1FFE;00C0;3FFF;0000;0FFC;0FFC;0FFC;06DC;3CCF;30F3;0000
26242,433,271,16,16,14,baseline,1,14,0000;3C0C;3FFF;019E;3FFF;1999;19FF;199F;1898;1FFE;1806;1806;1FFE;180E;1FFE;0000
26262,451,271,16,16,15,baseline,0,14,1C00;3FE2;335F;1B5B;1BDB;3FFB;019F;7FFF;01DB;1FDB;1FDB;19DF;0F6F;1F73;7BF0;0000
26263,469,271,16,16,15,baseline,0,14,0200;061F;3FFF;18DB;199B;3FFB;7FFF;001F;3FDB;30DB;30DB;3FDF;30CF;30C3;3FC0;0000
26292,487,271,16,16,14,baseline,1,14,0000;1FFE;1806;1FFE;1FFE;1FFE;0718;3FFE;0218;3FFF;3FFF;3EDF;03F0;0FFE;0876;0000
26354,505,271,16,16,14,baseline,0,14,0330;0330;0330;1FFE;3FFF;3333;3333;3333;3FFF;3FFF;3333;3333;3333;3FFF;3FFF;0000
26356,523,271,16,16,14,baseline,1,14,0000;3FFF;3FFF;00C0;1FFE;18C6;18C6;1FFE;18C6;1FFE;00CC;007C;0078;3FFF;3F8F;0000
26367,541,271,16,16,14,baseline,0,14,0408;3FBF;3FBF;040C;3FFF;0E1C;1F3C;3BB6;31A3;0FFC;080C;0FFC;0C0C;0C0C;0FFC;0000
26368,559,271,16,16,14,baseline,1,14,0000;1FFC;1804;1FFC;1804;1FFC;3FFF;3FFF;0066;3FFE;3366;1B7E;0E66;1FFF;31E1;0000
26377,1,289,16,16,14,baseline,0,14,0020;0060;3FFF;3FFF;0018;0FFC;0FFC;081E;0FFF;0C19;0818;0FF8;0C18;0F18;0F18;0000
26379,19,289,16,16,15,baseline,1,14,0000;7F7E;7F7E;6366;6366;7F7E;676E;6366;7F7E;7F7E;6366;6366;61E6;79F3;39F3;0000
26395,37,289,16,16,15,baseline,0,14,0008;3F98;31FF;3FFF;3186;3FF6;31FE;3CC6;0000;3FFE;00C0;1FFC;00C0;00C0;7FFF;0000
